"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",76083826,76084027,202,"*","MYC_A549_peak_1383",119,".",5.57879,15.9754,11.9281,118,"Promoter (<=1kb)",12,76053329,76084094,30766,2,"4673","ENST00000551992.5",67,"ENSG00000187109","NAP1L1","nucleosome assembly protein 1 like 1"
"chr12",76084457,76084561,105,"*","MYC_A549_peak_1384",30,".",3.55561,6.51933,3.06925,31,"Promoter (<=1kb)",12,76048995,76084612,35618,2,"4673","ENST00000535020.6",51,"ENSG00000187109","NAP1L1","nucleosome assembly protein 1 like 1"
"chr12",78887129,78887228,100,"*","MYC_A549_peak_1385",27,".",4.67061,6.17104,2.74794,38,"Intron (ENST00000393240.7/6857, intron 2 of 11)",12,78868772,79217517,348746,1,"6857","ENST00000549454.5",18357,"ENSG00000067715","SYT1","synaptotagmin 1"
"chr12",78928564,78928764,201,"*","MYC_A549_peak_1386",56,".",5.48774,9.31879,5.61176,32,"Intron (ENST00000393240.7/6857, intron 2 of 11)",12,78964035,79285794,321760,1,"6857","ENST00000547046.5",-35271,"ENSG00000067715","SYT1","synaptotagmin 1"
"chr12",79300339,79300476,138,"*","MYC_A549_peak_1387",18,".",3.94141,5.08049,1.82808,39,"Intron (ENST00000393240.7/6857, intron 9 of 11)",12,79291799,79353542,61744,1,"6857","ENST00000549559.2",8540,"ENSG00000067715","SYT1","synaptotagmin 1"
"chr12",79452129,79452281,153,"*","MYC_A549_peak_1388",81,".",6.80842,12.0302,8.15923,62,"Intron (ENST00000549527.1/ENST00000549527.1, intron 1 of 1)",12,79419257,79419321,65,1,"100302136","ENST00000408861.1",32872,"ENSG00000221788","MIR1252","microRNA 1252"
"chr12",79547500,79547699,200,"*","MYC_A549_peak_1389",62,".",6.19762,9.96097,6.21526,92,"Intron (ENST00000551032.5/ENST00000551032.5, intron 2 of 2)",12,79584879,79596534,11656,2,"5074","ENST00000550603.1",48835,"ENSG00000177425","PAWR","pro-apoptotic WT1 regulator"
"chr12",79689346,79689884,539,"*","MYC_A549_peak_1390",244,".",12.3056,28.8192,24.4674,193,"Promoter (<=1kb)",12,79667979,79690030,22052,2,"5074","ENST00000547571.1",146,"ENSG00000177425","PAWR","pro-apoptotic WT1 regulator"
"chr12",79690878,79691631,754,"*","MYC_A549_peak_1391",102,".",7.72462,14.1979,10.2218,388,"Promoter (<=1kb)",12,79584879,79690964,106086,2,"5074","ENST00000328827.9",0,"ENSG00000177425","PAWR","pro-apoptotic WT1 regulator"
"chr12",82358356,82358487,132,"*","MYC_A549_peak_1392",27,".",2.66053,6.22951,2.79957,3,"Promoter (<=1kb)",12,82223681,82358396,134716,2,"29080","ENST00000552377.5",0,"ENSG00000133773","CCDC59","coiled-coil domain containing 59"
"chr12",82358743,82358932,190,"*","MYC_A549_peak_1393",35,".",3.34595,6.99767,3.50692,30,"Promoter (<=1kb)",12,82352847,82358786,5940,2,"29080","ENST00000548126.1",0,"ENSG00000133773","CCDC59","coiled-coil domain containing 59"
"chr12",84912723,84912949,227,"*","MYC_A549_peak_1394",194,".",10.7786,23.6787,19.4139,173,"Promoter (<=1kb)",12,84859491,84912799,53309,2,"55117","ENST00000266682.10",0,"ENSG00000072041","SLC6A15","solute carrier family 6 member 15"
"chr12",88035305,88035571,267,"*","MYC_A549_peak_1395",160,".",6.48081,20.2698,16.0819,106,"Promoter (<=1kb)",12,88035505,88050158,14654,1,"91298","ENST00000550333.5",0,"ENSG00000133641","RLIG1","RNA 5'-phosphate and 3'-OH ligase 1"
"chr12",88299072,88299221,150,"*","MYC_A549_peak_1396",52,".",5.89222,8.96701,5.28423,51,"Distal Intergenic",12,88381483,88419279,37797,2,"124902978","ENST00000702769.1",120058,NA,"LOC124902978","uncharacterized LOC124902978"
"chr12",88299620,88299719,100,"*","MYC_A549_peak_1397",27,".",4.67061,6.17104,2.74794,80,"Distal Intergenic",12,88381483,88419279,37797,2,"124902978","ENST00000702769.1",119560,NA,"LOC124902978","uncharacterized LOC124902978"
"chr12",88299801,88299998,198,"*","MYC_A549_peak_1398",35,".",3.64589,7.09102,3.57525,120,"Distal Intergenic",12,88381483,88419279,37797,2,"124902978","ENST00000702769.1",119281,NA,"LOC124902978","uncharacterized LOC124902978"
"chr12",88580391,88580548,158,"*","MYC_A549_peak_1399",35,".",4.97601,7.06977,3.55919,125,"Promoter (<=1kb)",12,88580531,88598218,17688,1,"105369885","ENST00000625763.1",0,NA,"LOC105369885","uncharacterized LOC105369885"
"chr12",89352569,89352931,363,"*","MYC_A549_peak_1400",81,".",6.80842,12.0302,8.15923,289,"Promoter (<=1kb)",12,89347235,89352501,5267,2,"1848","ENST00000279488.8",-68,"ENSG00000139318","DUSP6","dual specificity phosphatase 6"
"chr12",89353899,89354350,452,"*","MYC_A549_peak_1401",52,".",5.89222,8.96701,5.28423,375,"Promoter (<=1kb)",12,89353798,89418559,64762,1,"124902981","ENST00000657284.1",101,NA,"LOC124902981","uncharacterized LOC124902981"
"chr12",89709469,89709601,133,"*","MYC_A549_peak_1402",41,".",3.77475,7.73977,4.17228,48,"Promoter (<=1kb)",12,89588049,89709366,121318,2,"490","ENST00000551310.2",-103,"ENSG00000070961","ATP2B1","ATPase plasma membrane Ca2+ transporting 1"
"chr12",89948012,89948154,143,"*","MYC_A549_peak_1403",44,".",5.28141,8.00258,4.40735,85,"Promoter (<=1kb)",12,89947693,89949726,2034,1,"105369891","ENST00000547094.1",319,"ENSG00000257725","LINC02399","long intergenic non-protein coding RNA 2399"
"chr12",89949534,89949717,184,"*","MYC_A549_peak_1404",91,".",7.11382,13.1024,9.1716,70,"Promoter (1-2kb)",12,89947693,89949726,2034,1,"105369891","ENST00000547094.1",1841,"ENSG00000257725","LINC02399","long intergenic non-protein coding RNA 2399"
"chr12",89950000,89950183,184,"*","MYC_A549_peak_1405",52,".",5.58682,8.96701,5.28423,56,"Promoter (2-3kb)",12,89947693,89949726,2034,1,"105369891","ENST00000547094.1",2307,"ENSG00000257725","LINC02399","long intergenic non-protein coding RNA 2399"
"chr12",92071090,92071280,191,"*","MYC_A549_peak_1406",39,".",4.93937,7.48058,3.94549,155,"Intron (ENST00000551843.5/256021, intron 1 of 5)",12,91987986,92061937,73952,2,"256021","ENST00000689659.1",-9153,"ENSG00000257242","LINC01619","long intergenic non-protein coding RNA 1619"
"chr12",92593930,92594041,112,"*","MYC_A549_peak_1407",43,".",5.22288,7.91029,4.3352,68,"Distal Intergenic",12,92702843,92708547,5705,1,"440107","ENST00000397833.3",-108802,"ENSG00000187510","PLEKHG7","pleckstrin homology and RhoGEF domain containing G7"
"chr12",92929502,92929708,207,"*","MYC_A549_peak_1408",151,".",5.77588,19.323,15.167,73,"Promoter (<=1kb)",12,92857446,92929331,71886,2,"8411","ENST00000547833.5",-171,"ENSG00000102189","EEA1","early endosome antigen 1"
"chr12",93399323,93399427,105,"*","MYC_A549_peak_1409",39,".",3.11785,7.53378,3.98364,32,"3' UTR",12,93378654,93399329,20676,1,"11163","ENST00000546925.1",20669,"ENSG00000173598","NUDT4","nudix hydrolase 4"
"chr12",93467567,93467807,241,"*","MYC_A549_peak_1410",335,".",8.04989,38.0078,33.5559,153,"Promoter (<=1kb)",12,93467540,93501385,33846,1,"28977","ENST00000551396.5",27,"ENSG00000198015","MRPL42","mitochondrial ribosomal protein L42"
"chr12",93571083,93571350,268,"*","MYC_A549_peak_1411",52,".",3.96636,8.92789,5.27095,83,"Promoter (<=1kb)",12,93571324,93575010,3687,1,"8835","ENST00000548091.5",0,"ENSG00000120833","SOCS2","suppressor of cytokine signaling 2"
"chr12",94459861,94459963,103,"*","MYC_A549_peak_1412",35,".",3.64589,7.09102,3.57525,59,"Promoter (<=1kb)",12,94307698,94459867,152170,2,"51134","ENST00000397809.10",0,"ENSG00000173588","CEP83","centrosomal protein 83"
"chr12",95073599,95073855,257,"*","MYC_A549_peak_1413",68,".",3.9908,10.6508,6.8682,180,"Promoter (<=1kb)",12,95020229,95073618,53390,2,"7181","ENST00000333003.10",0,"ENSG00000120798","NR2C1","nuclear receptor subfamily 2 group C member 1"
"chr12",95103061,95103204,144,"*","MYC_A549_peak_1414",34,".",4.5947,6.90734,3.424,56,"Intron (ENST00000343958.9/55785, intron 14 of 20)",12,95081170,95091787,10618,2,"55785","ENST00000548069.5",-11274,"ENSG00000180263","FGD6","FYVE, RhoGEF and PH domain containing 6"
"chr12",95204605,95204774,170,"*","MYC_A549_peak_1415",146,".",5.0937,18.8305,14.6834,82,"Intron (ENST00000343958.9/55785, intron 2 of 20)",12,95189192,95208956,19765,2,"55785","ENST00000550368.1",4182,"ENSG00000180263","FGD6","FYVE, RhoGEF and PH domain containing 6"
"chr12",95217478,95217608,131,"*","MYC_A549_peak_1416",106,".",4.6097,14.6364,10.6366,72,"Promoter (<=1kb)",12,95081398,95217482,136085,2,"55785","ENST00000451107.3",0,"ENSG00000180263","FGD6","FYVE, RhoGEF and PH domain containing 6"
"chr12",95318302,95318452,151,"*","MYC_A549_peak_1417",21,".",3.72922,5.46828,2.1451,141,"Intron (ENST00000636165.1/105369917, intron 7 of 7)",12,95309923,95309984,62,1,"100500802","ENST00000579373.1",8379,"ENSG00000265917","MIR3685","microRNA 3685"
"chr12",95334530,95334670,141,"*","MYC_A549_peak_1418",32,".",4.45685,6.6833,3.21307,37,"Intron (ENST00000636165.1/105369917, intron 7 of 7)",12,95309923,95309984,62,1,"100500802","ENST00000579373.1",24607,"ENSG00000265917","MIR3685","microRNA 3685"
"chr12",95474059,95474184,126,"*","MYC_A549_peak_1419",49,".",2.72024,8.54503,4.91263,98,"Promoter (<=1kb)",12,95474081,95514299,40219,1,"10988","ENST00000546753.5",0,"ENSG00000111142","METAP2","methionyl aminopeptidase 2"
"chr12",95633175,95633501,327,"*","MYC_A549_peak_1420",73,".",6.00318,11.2084,7.38215,233,"Intron (ENST00000626376.2/100132594, intron 1 of 1)",12,95649232,95673999,24768,1,"100132594","ENST00000688412.1",-15731,"ENSG00000293270","PGAM1P5","phosphoglycerate mutase 1 pseudogene 5"
"chr12",95649278,95649402,125,"*","MYC_A549_peak_1421",18,".",3.68369,5.08049,1.82808,98,"Promoter (<=1kb)",12,95649255,95673999,24745,1,"100132594","ENST00000552554.1",23,"ENSG00000293270","PGAM1P5","phosphoglycerate mutase 1 pseudogene 5"
"chr12",95653993,95654092,100,"*","MYC_A549_peak_1422",56,".",5.48774,9.31879,5.61176,34,"Intron (ENST00000626376.2/100132594, intron 1 of 1)",12,95649255,95673999,24745,1,"100132594","ENST00000552554.1",4738,"ENSG00000293270","PGAM1P5","phosphoglycerate mutase 1 pseudogene 5"
"chr12",95802983,95803178,196,"*","MYC_A549_peak_1423",27,".",4.67061,6.17104,2.74794,174,"Promoter (<=1kb)",12,95803097,95823307,20211,1,"105369920","ENST00000553095.1",0,"ENSG00000258292","LINC02410","long intergenic non-protein coding RNA 2410"
"chr12",95805870,95806028,159,"*","MYC_A549_peak_1424",32,".",4.45685,6.6833,3.21307,144,"Promoter (2-3kb)",12,95803097,95823307,20211,1,"105369920","ENST00000553095.1",2773,"ENSG00000258292","LINC02410","long intergenic non-protein coding RNA 2410"
"chr12",95806066,95806619,554,"*","MYC_A549_peak_1425",52,".",5.89222,8.96701,5.28423,87,"Promoter (2-3kb)",12,95803097,95823307,20211,1,"105369920","ENST00000553095.1",2969,"ENSG00000258292","LINC02410","long intergenic non-protein coding RNA 2410"
"chr12",95858864,95859214,351,"*","MYC_A549_peak_1426",14,".",2.4968,4.6105,1.41998,67,"Promoter (<=1kb)",12,95858952,95866140,7189,1,"6636","ENST00000266735.10",0,"ENSG00000139343","SNRPF","small nuclear ribonucleoprotein polypeptide F"
"chr12",95942797,95942964,168,"*","MYC_A549_peak_1427",35,".",4.97601,7.06977,3.55919,75,"Promoter (<=1kb)",12,95933185,95942635,9451,2,"120935","ENST00000546386.1",-162,"ENSG00000165972","CCDC38","coiled-coil domain containing 38"
"chr12",95943391,95943544,154,"*","MYC_A549_peak_1428",81,".",6.80842,12.0302,8.15923,96,"Promoter (<=1kb)",12,95943520,95968589,25070,1,"144193","ENST00000548310.1",0,"ENSG00000139344","AMDHD1","amidohydrolase domain containing 1"
"chr12",96035651,96035805,155,"*","MYC_A549_peak_1429",74,".",4.38447,11.2336,7.40627,56,"Promoter (<=1kb)",12,96002990,96035641,32652,2,"4048","ENST00000548852.5",-10,"ENSG00000111144","LTA4H","leukotriene A4 hydrolase"
"chr12",96047970,96048119,150,"*","MYC_A549_peak_1430",49,".",4.78788,8.55856,4.92541,51,"Distal Intergenic",12,96000907,96043520,42614,2,"4048","ENST00000413268.6",-4450,"ENSG00000111144","LTA4H","leukotriene A4 hydrolase"
"chr12",96195668,96195767,100,"*","MYC_A549_peak_1431",47,".",5.23002,8.41215,4.78962,62,"Promoter (1-2kb)",12,96194614,96247211,52598,1,"2004","ENST00000547860.1",1054,"ENSG00000111145","ELK3","ETS transcription factor ELK3"
"chr12",96219748,96220036,289,"*","MYC_A549_peak_1432",165,".",9.90043,20.755,16.5552,201,"Intron (ENST00000228741.8/2004, intron 1 of 4)",12,96229563,96235596,6034,2,"124902991","ENST00000669020.1",15560,NA,"LOC124902991","uncharacterized LOC124902991"
"chr12",98475292,98475529,238,"*","MYC_A549_peak_1433",44,".",5.28141,8.00258,4.40735,213,"Distal Intergenic",12,98486973,98491086,4114,2,"643770","ENST00000549004.1",15557,"ENSG00000245017","LINC02453","long intergenic non-protein coding RNA 2453"
"chr12",100573552,100573742,191,"*","MYC_A549_peak_1434",61,".",5.56012,9.93187,6.19793,33,"Promoter (<=1kb)",12,100573683,100624890,51208,1,"283431","ENST00000266754.9",0,"ENSG00000139354","GAS2L3","growth arrest specific 2 like 3"
"chr12",101280063,101280260,198,"*","MYC_A549_peak_1435",98,".",4.23463,13.7765,9.81796,88,"Promoter (<=1kb)",12,101280105,101386618,106514,1,"27340","ENST00000261637.5",0,"ENSG00000120800","UTP20","UTP20 small subunit processome component"
"chr12",101407968,101408141,174,"*","MYC_A549_peak_1436",91,".",4.67137,13.0386,9.12704,61,"Promoter (<=1kb)",12,101393116,101407772,14657,2,"400","ENST00000261636.13",-196,"ENSG00000120805","ARL1","ARF like GTPase 1"
"chr12",101877138,101877276,139,"*","MYC_A549_peak_1437",68,".",3.89416,10.6508,6.8682,66,"Promoter (<=1kb)",12,101877580,101923612,46033,1,"55332","ENST00000258534.13",-304,"ENSG00000136048","DRAM1","DNA damage regulated autophagy modulator 1"
"chr12",101877541,101877643,103,"*","MYC_A549_peak_1438",25,".",3.17641,5.95656,2.58993,93,"Promoter (<=1kb)",12,101877580,101923612,46033,1,"55332","ENST00000258534.13",0,"ENSG00000136048","DRAM1","DNA damage regulated autophagy modulator 1"
"chr12",102539897,102540102,206,"*","MYC_A549_peak_1439",102,".",7.72462,14.1979,10.2218,145,"Distal Intergenic",12,102402328,102481744,79417,2,"3479","ENST00000644491.1",-58153,"ENSG00000017427","IGF1","insulin like growth factor 1"
"chr12",103560644,103560789,146,"*","MYC_A549_peak_1440",44,".",5.28141,8.00258,4.40735,60,"Intron (ENST00000654623.1/101929084, intron 5 of 6)",12,103518334,103571337,53004,2,"374470","ENST00000650784.1",10548,"ENSG00000179088","C12orf42","chromosome 12 open reading frame 42"
"chr12",103841152,103841340,189,"*","MYC_A549_peak_1441",367,".",12.3127,41.2341,36.7528,96,"Promoter (<=1kb)",12,103772310,103841234,68925,2,"51559","ENST00000392876.8",0,"ENSG00000111696","NT5DC3","5'-nucleotidase domain containing 3"
"chr12",103859010,103859142,133,"*","MYC_A549_peak_1442",30,".",3.38817,6.46191,3.01452,61,"Exon (ENST00000552065.2/253724, exon 9 of 12)",12,103841451,103844664,3214,1,"107984433","ENST00000551650.1",17559,NA,"LOC107984433","uncharacterized LOC107984433"
"chr12",103956586,103956778,193,"*","MYC_A549_peak_1443",20,".",3.29264,5.31046,2.00509,153,"Promoter (<=1kb)",12,103951480,103956738,5259,2,"728568","ENST00000552460.1",0,"ENSG00000204954","UQCC6","ubiquinol-cytochrome c reductase complex assembly factor 6"
"chr12",103957198,103957347,150,"*","MYC_A549_peak_1444",61,".",3.05362,9.85331,6.12221,24,"Promoter (<=1kb)",12,103950194,103957215,7022,2,"728568","ENST00000378090.9",0,"ENSG00000204954","UQCC6","ubiquinol-cytochrome c reductase complex assembly factor 6"
"chr12",103965788,103966064,277,"*","MYC_A549_peak_1445",159,".",5.20765,20.1518,15.9711,171,"Promoter (<=1kb)",12,103965822,103982810,16989,1,"6996","ENST00000436021.6",0,"ENSG00000139372","TDG","thymine DNA glycosylase"
"chr12",104138442,104138572,131,"*","MYC_A549_peak_1446",35,".",3.51703,7.09102,3.57525,63,"Promoter (<=1kb)",12,104131132,104138241,7110,2,"4801","ENST00000550881.1",-201,"ENSG00000120837","NFYB","nuclear transcription factor Y subunit beta"
"chr12",104215684,104215846,163,"*","MYC_A549_peak_1447",70,".",4.22956,10.8899,7.09862,65,"Promoter (<=1kb)",12,104215779,104350307,134529,1,"7296","ENST00000525566.6",0,"ENSG00000198431","TXNRD1","thioredoxin reductase 1"
"chr12",104286820,104287018,199,"*","MYC_A549_peak_1448",64,".",4.00866,10.202,6.44414,82,"Promoter (<=1kb)",12,104286881,104350283,63403,1,"7296","ENST00000526691.5",0,"ENSG00000198431","TXNRD1","thioredoxin reductase 1"
"chr12",104288779,104288890,112,"*","MYC_A549_peak_1449",44,".",3.28966,8.09835,4.49791,57,"Promoter (<=1kb)",12,104288895,104319573,30679,1,"7296","ENST00000527335.5",-5,"ENSG00000198431","TXNRD1","thioredoxin reductase 1"
"chr12",104300117,104300218,102,"*","MYC_A549_peak_1450",41,".",5.07377,7.69414,4.12985,68,"Intron (ENST00000525566.6/7296, intron 4 of 16)",12,104303739,104305205,1467,1,"493861","ENST00000527879.2",-3521,"ENSG00000255150","EID3","EP300 interacting inhibitor of differentiation 3"
"chr12",104303514,104303798,285,"*","MYC_A549_peak_1451",37,".",3.91117,7.28745,3.75842,190,"Promoter (<=1kb)",12,104303739,104305205,1467,1,"493861","ENST00000527879.2",0,"ENSG00000255150","EID3","EP300 interacting inhibitor of differentiation 3"
"chr12",104671745,104671977,233,"*","MYC_A549_peak_1452",87,".",5.85541,12.6839,8.78517,140,"Intron (ENST00000303694.6/50515, intron 2 of 2)",12,104591633,104591716,84,1,"100500843","ENST00000585192.1",80112,"ENSG00000264295","MIR3922","microRNA 3922"
"chr12",104958504,104958923,420,"*","MYC_A549_peak_1453",206,".",9.25565,24.9416,20.6509,225,"Promoter (<=1kb)",12,104928244,104958744,30501,2,"84102","ENST00000449866.2",0,"ENSG00000136052","SLC41A2","solute carrier family 41 member 2"
"chr12",104986326,104986514,189,"*","MYC_A549_peak_1454",182,".",8.36818,22.4566,18.2185,90,"Promoter (<=1kb)",12,104986338,105048677,62340,1,"121053","ENST00000637147.1",0,"ENSG00000151131","NOPCHAP1","NOP protein chaperone 1"
"chr12",106094339,106094488,150,"*","MYC_A549_peak_1455",71,".",6.50302,10.9826,7.17314,63,"Intron (ENST00000261402.7/9891, intron 2 of 6)",12,106067938,106086956,19019,2,"9891","ENST00000548902.1",-7383,"ENSG00000074590","NUAK1","NUAK family kinase 1"
"chr12",106097062,106097232,171,"*","MYC_A549_peak_1456",18,".",3.94141,5.08049,1.82808,9,"Intron (ENST00000261402.7/9891, intron 2 of 6)",12,106067938,106086956,19019,2,"9891","ENST00000548902.1",-10106,"ENSG00000074590","NUAK1","NUAK family kinase 1"
"chr12",106106929,106107210,282,"*","MYC_A549_peak_1457",206,".",11.084,24.9415,20.6509,185,"Intron (ENST00000261402.7/9891, intron 1 of 6)",12,106067938,106086956,19019,2,"9891","ENST00000548902.1",-19973,"ENSG00000074590","NUAK1","NUAK family kinase 1"
"chr12",106107618,106107859,242,"*","MYC_A549_peak_1458",55,".",4.88896,9.25272,5.55434,78,"Intron (ENST00000261402.7/9891, intron 1 of 6)",12,106067938,106086956,19019,2,"9891","ENST00000548902.1",-20662,"ENSG00000074590","NUAK1","NUAK family kinase 1"
"chr12",106247899,106248122,224,"*","MYC_A549_peak_1459",62,".",6.19762,9.96097,6.21526,28,"Promoter (<=1kb)",12,106237881,106248020,10140,2,"10970","ENST00000378026.5",0,"ENSG00000136026","CKAP4","cytoskeleton associated protein 4"
"chr12",107320124,107320303,180,"*","MYC_A549_peak_1460",25,".",4.19913,5.86499,2.50663,49,"Promoter (<=1kb)",12,107319898,107610320,290423,1,"121551","ENST00000550706.5",226,"ENSG00000151136","ABTB3","ankyrin repeat and BTB domain containing 3"
"chr12",107321278,107321412,135,"*","MYC_A549_peak_1461",35,".",4.97601,7.06977,3.55919,85,"Promoter (<=1kb)",12,107320588,107610356,289769,1,"121551","ENST00000415943.6",690,"ENSG00000151136","ABTB3","ankyrin repeat and BTB domain containing 3"
"chr12",107344555,107344730,176,"*","MYC_A549_peak_1462",91,".",7.11382,13.1024,9.1716,107,"Intron (ENST00000420571.6/121551, intron 1 of 14)",12,107320588,107610356,289769,1,"121551","ENST00000415943.6",23967,"ENSG00000151136","ABTB3","ankyrin repeat and BTB domain containing 3"
"chr12",107349493,107349608,116,"*","MYC_A549_peak_1463",52,".",5.89222,8.96701,5.28423,51,"Intron (ENST00000420571.6/121551, intron 1 of 14)",12,107374747,107374827,81,1,"124900324","ENST00000364027.1",-25139,"ENSG00000200897","LOC124900324","small nucleolar RNA SNORD74"
"chr12",107379796,107379953,158,"*","MYC_A549_peak_1464",39,".",4.9723,7.53305,3.98364,90,"Intron (ENST00000420571.6/121551, intron 1 of 14)",12,107374747,107374827,81,1,"124900324","ENST00000364027.1",5049,"ENSG00000200897","LOC124900324","small nucleolar RNA SNORD74"
"chr12",107380078,107380216,139,"*","MYC_A549_peak_1465",52,".",5.58682,8.96701,5.28423,72,"Intron (ENST00000420571.6/121551, intron 1 of 14)",12,107374747,107374827,81,1,"124900324","ENST00000364027.1",5331,"ENSG00000200897","LOC124900324","small nucleolar RNA SNORD74"
"chr12",107515205,107515304,100,"*","MYC_A549_peak_1466",18,".",3.94141,5.08049,1.82808,25,"Intron (ENST00000420571.6/121551, intron 1 of 14)",12,107580650,107659642,78993,1,"121551","ENST00000357167.8",-65346,"ENSG00000151136","ABTB3","ankyrin repeat and BTB domain containing 3"
"chr12",107685466,107686071,606,"*","MYC_A549_peak_1467",529,".",11.2482,57.5254,52.9303,206,"Promoter (<=1kb)",12,107685799,107713162,27364,1,"11137","ENST00000412830.8",0,"ENSG00000136045","PWP1","PWP1 homolog, endonuclein"
"chr12",107686165,107686281,117,"*","MYC_A549_peak_1468",39,".",3.83566,7.48597,3.95009,26,"Promoter (<=1kb)",12,107686042,107712412,26371,1,"11137","ENST00000541166.1",123,"ENSG00000136045","PWP1","PWP1 homolog, endonuclein"
"chr12",107761045,107761310,266,"*","MYC_A549_peak_1469",91,".",4.14873,13.0969,9.1716,180,"Promoter (<=1kb)",12,107732871,107761137,28267,2,"11108","ENST00000228437.10",0,"ENSG00000110851","PRDM4","PR/SET domain 4"
"chr12",108561202,108561348,147,"*","MYC_A549_peak_1470",56,".",3.95736,9.32643,5.61924,71,"Promoter (<=1kb)",12,108522590,108561173,38584,2,"9733","ENST00000651280.1",-29,"ENSG00000075856","SART3","spliceosome associated factor 3, U4/U6 recycling protein"
"chr12",108562427,108562591,165,"*","MYC_A549_peak_1471",39,".",3.31429,7.5446,3.99299,105,"Promoter (<=1kb)",12,108562582,108569341,6760,1,"23479","ENST00000545932.5",0,"ENSG00000136003","ISCU","iron-sulfur cluster assembly enzyme"
"chr12",108566149,108566276,128,"*","MYC_A549_peak_1472",75,".",5.23974,11.4246,7.5913,48,"Promoter (1-2kb)",12,108564999,108567299,2301,1,"23479","ENST00000544493.1",1150,"ENSG00000136003","ISCU","iron-sulfur cluster assembly enzyme"
"chr12",108838345,108838596,252,"*","MYC_A549_peak_1473",56,".",2.94317,9.33966,5.63212,136,"Promoter (1-2kb)",12,108836908,108837006,99,2,"693204","ENST00000384890.1",-1339,"ENSG00000207622","MIR619","microRNA 619"
"chr12",109093359,109093576,218,"*","MYC_A549_peak_1474",312,".",7.24137,35.6338,31.2014,116,"Promoter (<=1kb)",12,109088188,109093488,5301,2,"121642","ENST00000619381.4",0,"ENSG00000189046","ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"chr12",109097621,109098176,556,"*","MYC_A549_peak_1475",127,".",5.33408,16.8787,12.7961,343,"Promoter (<=1kb)",12,109097679,109099346,1668,1,"7374","ENST00000540158.1",0,"ENSG00000076248","UNG","uracil DNA glycosylase"
"chr12",109098502,109098669,168,"*","MYC_A549_peak_1476",39,".",4.9723,7.53305,3.98364,50,"Promoter (<=1kb)",12,109098327,109110992,12666,1,"7374","ENST00000699567.1",175,"ENSG00000076248","UNG","uracil DNA glycosylase"
"chr12",109192451,109192574,124,"*","MYC_A549_peak_1477",51,".",5.4609,8.76309,5.11324,42,"Promoter (<=1kb)",12,109191478,109191918,441,1,"32","ENST00000544651.1",973,"ENSG00000076555","ACACB","acetyl-CoA carboxylase beta"
"chr12",109573132,109573365,234,"*","MYC_A549_peak_1478",95,".",4.9885,13.4763,9.53045,72,"Promoter (<=1kb)",12,109573255,109581535,8281,1,"4598","ENST00000539335.5",0,"ENSG00000110921","MVK","mevalonate kinase"
"chr12",110039069,110039189,121,"*","MYC_A549_peak_1479",88,".",6.43392,12.7163,8.81638,86,"Promoter (2-3kb)",12,110036215,110038006,1792,1,"88455","ENST00000553246.1",2854,"ENSG00000076513","ANKRD13A","ankyrin repeat domain 13A"
"chr12",110109364,110109482,119,"*","MYC_A549_peak_1480",50,".",4.37507,8.71601,5.07167,37,"Distal Intergenic",12,110124335,110169182,44848,1,"28981","ENST00000361948.8",-14853,"ENSG00000122970","IFT81","intraflagellar transport 81"
"chr12",110247530,110247959,430,"*","MYC_A549_peak_1481",71,".",5.27554,10.9285,7.131,68,"Distal Intergenic",12,110280756,110296712,15957,1,"488","ENST00000552636.2",-32797,"ENSG00000174437","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"chr12",110248229,110248388,160,"*","MYC_A549_peak_1482",22,".",4.23808,5.52798,2.20039,68,"Distal Intergenic",12,110280756,110296712,15957,1,"488","ENST00000552636.2",-32368,"ENSG00000174437","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"chr12",110281638,110281799,162,"*","MYC_A549_peak_1483",54,".",4.55736,9.10165,5.41037,72,"Promoter (<=1kb)",12,110281297,110351057,69761,1,"488","ENST00000377685.9",341,"ENSG00000174437","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"chr12",110403369,110403888,520,"*","MYC_A549_peak_1484",200,".",5.86686,24.3495,20.0752,219,"Promoter (<=1kb)",12,110372900,110403708,30809,2,"51434","ENST00000455511.9",0,"ENSG00000196510","ANAPC7","anaphase promoting complex subunit 7"
"chr12",110468480,110468752,273,"*","MYC_A549_peak_1485",136,".",5.08936,17.7721,13.6554,72,"Promoter (<=1kb)",12,110452487,110468721,16235,2,"51184","ENST00000543199.5",0,"ENSG00000111231","GPN3","GPN-loop GTPase 3"
"chr12",110469113,110469405,293,"*","MYC_A549_peak_1486",368,".",7.11964,41.3383,36.8567,183,"Promoter (<=1kb)",12,110459820,110469214,9395,2,"51184","ENST00000552180.5",0,"ENSG00000111231","GPN3","GPN-loop GTPase 3"
